agent_type,p01,p02,p03,p04,loss
TMT,0.24949373750535553,0.707298753370283,0.47454635133870393,0.3600153134434153,0.0007149447539892076
FPCT,0.24949799355653093,0.707548812175648,0.4740491119380739,0.36010353157886216,0.0007162184462360245
FPCT,0.24944926765531514,0.706757047689541,0.4759892565889844,0.3600884871669307,0.0007232501767853685
FPCT,0.2493397773718615,0.7258942672364732,0.44157637734375066,0.3828822455191091,0.0012203233343412857
FPCT,0.25063147905351457,0.9453688771403124,0.0,0.16299964996932936,0.001258971599942781
FPCT,0.250430479116164,0.664547685869802,0.6019244526705199,0.7431090418336124,0.0016298364517984948
FPCT,0.25036311580058807,0.7733703784511613,0.3768102481371937,0.6078500930618962,0.007487456629208767
FPCT,0.25502889974927906,0.6293606140856645,0.6970319365058635,0.6818370172694783,0.008859928026227674
FPCT,0.2539842922083862,0.6628646916701358,0.5006832699582141,0.18234753943347506,0.009417993910928369
FPCT,0.24561595786778537,1.0,0.0,0.0,0.00967502037874792
FPCT,0.24896454940963614,0.6302798997443636,0.5951897571440923,0.34631868019788514,0.009987514898338807
FPCT,0.2555051252532904,0.9304843390483214,0.07878409204906683,0.2989375671432647,0.012329901175308338
FPCT,0.25111632221610586,0.8762657385960769,0.2282396551488287,0.0,0.017175926575796197
FPCT,0.25483428789370394,0.6424959671186741,0.5025777070138947,0.32708477262225166,0.017321266553135314
FPCT,0.25784374959414846,0.6259315914675563,0.7384392005961349,0.7510584012563771,0.01869179150317371
FPCT,0.2588942375737681,0.7846259388367236,0.37381673070744303,0.0,0.029891419154045324
FPCT,0.23909428163198468,0.9889504640287861,0.0,0.5915032555506323,0.0388728116016139
FPCT,0.23851775493272864,1.0,0.0,0.054876826669145784,0.04525633587899377
FPCT,0.23811054900739587,1.0,0.0,0.6258585006254118,0.0470115443047128
FPCT,0.23900597006215907,0.7423761100067585,0.6652101085743164,0.47243142774203467,0.07454737938261907
FPCT,0.23402106236279624,0.7362424761790182,0.6617431677675649,0.5207782343039252,0.09851747644677959
FPCT,0.2890366998464934,0.838732489778029,0.0,0.3042293635715473,0.22446580683926426
FPCT,0.22184535219230744,0.7455764912917943,0.7642090534823998,0.4820673559364778,0.2396326362454625
FPCT,0.22059962761510676,0.7563472290590868,0.6909553836545468,0.5068161358968526,0.254907600761793
FPCT,0.22315546106672912,1.0,0.0,0.0,0.2593136786824176
FPCT,0.22271513003168547,1.0,0.0,0.16787048323871473,0.2623034846260772
FPCT,0.21761091017066447,0.7398862418574497,0.850842260034576,0.6219719060561701,0.285512484677128
FPCT,0.2964535242422178,0.39494015684648964,1.0,1.0,0.28772414074367153
FPCT,0.299312343155989,0.6873459279754176,0.43631299403157664,0.0,0.2921333686230133
FPCT,0.21642203118485978,0.7538777207429932,0.704178198780311,0.5255535148464392,0.31291970951905845
FPCT,0.22236667296414764,0.5785138256284627,0.8007899227209089,0.0,0.3284253324590706
FPCT,0.21480287104208526,0.7317314878407057,0.7518986138773311,0.5753985577514598,0.3314961173735253
FPCT,0.3070349458440607,0.679231357965859,0.42420090674796007,0.0,0.336460587302076
FPCT,0.3092894085793284,0.9309303436603198,0.0,0.4110886310987648,0.34800345474331007
FPCT,0.21370797926626098,0.7577420512044131,0.7085341014090784,0.5259339566468489,0.35424578033318316
FPCT,0.31138460731676587,0.24648901482008123,1.0,0.7426983871942859,0.367166735581891
FPCT,0.31525040942128224,0.6706241100848256,0.4114749057774826,0.0,0.3763872245946053
FPCT,0.21220359507432784,0.7559327909427269,0.7161390358130826,0.5217170326952634,0.37784281749695947
FPCT,0.31651132286293987,0.6229172611710169,1.0,0.9855297037846689,0.3873798958194634
FPCT,0.31638393026782885,0.13478084114913735,0.0,0.0,0.3884722734638208
FPCT,0.32401652537875053,0.6614725123037186,0.3980790796979252,0.0,0.41123133158851594
FPCT,0.0,0.9650396739712483,0.8943181102029715,0.35949536679894134,0.4163915747549188
FPCT,0.32745614283451363,0.14808005527248846,1.0,0.0,0.4259250469995264
FPCT,0.0,1.0,0.8523255285768626,0.42834361249673175,0.4364852152769311
FPCT,0.33340186236280756,0.6517167463891653,0.3839494382754779,0.0,0.44077214761494443
FPCT,0.3336329940745567,0.4491935503749656,1.0,1.0,0.44225589568827306
FPCT,0.0,1.0,0.8882696004882189,0.13439549782920412,0.4531176605921446
FPCT,0.20728420532064226,0.7633421718950117,0.7282754569662131,0.5290141562929364,0.45326916744855755
FPCT,0.0,1.0,0.8943401796490716,0.16607880234951733,0.4567588965853992
FPCT,0.0,1.0,0.8983564148191274,0.07692122088519637,0.45811928656650536
FPCT,0.0,1.0,0.8992701925409681,0.14391798913352516,0.4592738374038785
FPCT,0.0,1.0,0.8994042873351247,0.24449214393799884,0.4603213499070243
FPCT,0.0,0.9938473161405083,0.911529233899706,0.6679669301444444,0.4624548277876098
FPCT,0.34348868811382544,0.6412870712490057,0.36901221636430304,0.0,0.4651374295782044
FPCT,0.34841235686496264,0.05316326540387095,1.0,1.0,0.47544028240597486
FPCT,0.0,1.0,0.9294943446373441,0.3125283819532011,0.47694163723386457
FPCT,0.35254787065914217,0.21932069689775224,0.0,0.817765761226676,0.4824311127756956
FPCT,0.3543769794831071,0.6301015380574924,0.3531816943094618,0.0,0.48469452022693266
FPCT,0.0,1.0,0.7626528847260512,0.0,0.48673526878238876
FPCT,0.3574602908695651,0.7180487795260463,0.0,0.0,0.48923590068244327
FPCT,0.0,1.0,0.9582699277976782,0.7000767980567036,0.49210911886843733
FPCT,0.36386366154350785,0.0,0.0,0.0,0.49763250478713367
FPCT,0.36619005743492855,0.6180630130430166,0.3363573567408028,0.0,0.49995834405191303
FPCT,0.0,1.0,0.9845262032505547,0.2670271848830422,0.5002117933525209
FPCT,0.20432172645446278,0.765134456494455,0.7350531886736281,0.5146053840169958,0.5020909071601423
FPCT,0.20478404135244366,0.7863590086853144,0.6815606893299978,0.4883839314078747,0.5020922473079541
FPCT,0.25974057114067284,1.0,0.9769238968335349,0.0,0.5030084490923526
FPCT,0.0,1.0,1.0,0.0,0.5045386421705261
FPCT,0.0,1.0,1.0,0.0,0.5045386421705261
FPCT,0.0,1.0,1.0,0.0,0.5045386421705261
FPCT,0.0,1.0,1.0,0.009013824324202835,0.5045629704216885
FPCT,0.0,1.0,1.0,0.05182242957393768,0.5046774816065488
FPCT,0.0,1.0,1.0,0.11211843768450924,0.50483596145805
FPCT,0.0,1.0,1.0,0.14227571762893643,0.5049140301958348
FPCT,0.0,1.0,1.0,0.17063948525974637,0.5049867478146819
FPCT,0.0,1.0,1.0,0.19762286511843508,0.5050553012600043
FPCT,0.0,1.0,1.0,0.22370885822828712,0.5051210055763343
FPCT,0.0,1.0,1.0,0.2285653901391747,0.5051331769924948
FPCT,0.0,1.0,1.0,0.24865791067621634,0.5051833314694377
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.0,1.0,1.0,1.0,0.5068587597453996
FPCT,0.1036517760283733,1.0,1.0,1.0,0.5068890749028905
FPCT,0.3790827270962706,0.6050552412990964,0.31842012969334854,0.0,0.5115195396485872
FPCT,0.20589908043851138,0.6963962042604901,0.7651622176336691,0.5453611345241073,0.5182891796475976
FPCT,0.39049905266198964,0.13908246931891832,0.0,0.9565188568900246,0.5186561129828003
FPCT,0.3932534260905804,0.5909375574127289,0.2992273079959107,0.0,0.5199908014259322
FPCT,0.40896307692176925,0.5755376464680269,0.2786055797107113,0.0,0.5259679710305186
FCT,0.4097868818128515,0.0,0.33862165054813204,0.0,0.5262180583790853
FCT,0.20792047629297128,0.6427061311815613,0.781456072493632,0.6001409050844138,0.5270479051875432
FCT,0.42656576790735,0.5586414291360979,0.256341215874217,0.0,0.5300027019676323
LPCT,0.44656172021193563,0.5399785889781322,0.23216591660419972,0.018696250370327516,0.5325843127057109
LPCT,0.4696958471107364,0.5192012891752904,0.20573578330232734,0.10266330816316882,0.5341291283286783
LPCT,0.4971600203844166,0.49585185544448673,0.17659900069438694,0.04579832848598442,0.5349760434258257
LPCT,0.5310671505024183,0.4693118089751763,0.14414415309543682,0.03821917997487567,0.5353872762741735
LPCT,0.5417331784288417,0.8056113125060007,0.26574701665959977,0.0,0.5354496035117862
LPCT,0.5757953783780512,0.43871773667681757,0.10751357304044018,0.0,0.5355534311315279
LPCT,0.6338204865794741,0.3061618801576562,0.0,0.6996568790904754,0.5355997564439816
LPCT,0.643128573222427,0.4028144378215891,0.06544952176400698,0.0,0.535602064386334
LPCT,0.6654383495966465,0.3947413823226318,0.0,0.0,0.5356055116483924
LPCT,0.6848117961891107,0.3044753201966942,0.0,0.7957603848689027,0.5356070746535897
LPCT,0.7105740039733206,0.23657153724157132,0.0,0.8001073586455381,0.5356081202703047
LPCT,0.7214480668076884,0.0,0.0,0.6804510156888954,0.5356083652797646
LPCT,0.7407980966523051,0.0,0.0,0.4986430374022951,0.5356086411994688
LPCT,0.7532431547485885,0.3371827351757517,0.0,0.23287567857174724,0.5356087487565476
LPCT,0.7754292215954077,0.19387034834116612,0.0,1.0,0.5356088624695629
LPCT,0.8560635500291165,0.0,0.0,0.986441328698109,0.5356089681836842
LPCT,0.20141140207256866,0.7722011042741418,0.7318513611296089,0.5217095779983862,0.5460913557053361
LPCT,0.2020033098627392,0.8002637823065846,0.6371671226154973,0.44966186573883327,0.5667557305013856
LPCT,0.20381808165638618,0.7446963686863459,0.647021294536307,0.3884255369597612,0.5879171052936725
LPCT,0.20009951926538327,0.8121409430979611,0.6384342209925578,0.43972575429205774,0.5904569597047556
LPCT,0.2084893772156641,0.59045152256075,0.80074069627567,0.6352752759576697,0.6118469288829569
LPCT,0.21900536521244457,0.4565977408638202,0.9849433301096289,1.0,0.618246365475527
LPCT,0.1952813415147166,0.7734693302434192,0.7454324756360455,0.5292924489208626,0.6399175158134245
LPCT,0.19407370721150574,0.6984849254531648,0.8252243619055043,0.5764520745489166,0.7393338738747625
LPCT,0.1878905055447676,0.780527220519166,0.7507998959608646,0.5218225835025307,0.7431590752795681
LPCT,0.18765961705435746,0.7796226217850147,0.7525120284588495,0.5253719689686209,0.7458644461446076
LPCT,0.1935103299621101,0.8388970918660957,0.553444088605957,0.4324544206551043,0.7476438280502234
LPCT,0.2040205094097597,1.0,0.0,0.9855284253287206,0.779825865563596
LPCT,0.18318808061964936,0.7830794011505863,0.7669472058928264,0.5283248841448094,0.7805887057560917
LPCT,0.18212403015224382,0.79072215249383,0.7559889414106661,0.5229137440569183,0.786730074333242
LPCT,0.1781858470584572,0.7880612708895334,0.769407562897378,0.5338917525211432,0.8176707754709873
LPCT,0.1800126773754932,0.8631158690962086,0.5957282941859777,0.3800024363201495,0.9047833787563163
LPCT,0.17640822325590538,0.8690159056169103,0.6001164594158896,0.5303887977231688,0.9521349397938859
LPCT,0.1733122236812863,0.7982700526914946,0.7640797168721772,0.5197657904663578,0.9554583428256975
LPCT,0.18634842194013337,0.7005140816997195,0.7592492633207019,0.623368684491637,0.9579540595770342
LPCT,0.20460983735422061,0.5093876053115907,1.0,0.3409324616183093,0.9655504259758138
LPCT,0.1902628792474064,0.665916470770484,0.7493170892605721,0.6338201280771633,0.9760503497492771
LPCT,0.1924470517442733,0.6452843227737399,0.7491649407051842,0.627397828040637,0.9820953345612151
LPCT,0.18813927067238106,0.711870992652199,0.6999251121695932,0.48136261133972186,1.0032359715088768
LPCT,0.20424112035754166,0.6083454653690505,0.4627783273305657,0.6368543239868508,1.0111694533001612
LPCT,0.1844461331546153,0.7015313599266407,0.8216601444452698,0.4108144360966204,1.0243666144237196
LPCT,0.18055847531457905,0.8752541950462023,0.49423591886332024,0.35660687898589166,1.0498059401793172
LPCT,0.21036136680266576,0.48138506227477784,0.6722347648909558,0.7909661673555161,1.0671873684252215
LPCT,0.17666736836687838,0.7175398009183678,0.847501966901915,0.3631064041269977,1.1369424605347103
LPCT,0.19504590596228819,0.7062111127848503,0.32954279075099757,0.26100864007275143,1.3212135495071924
