agent_type,p01,p02,p03,p04,loss
TMT,0.4376032633382198,0.6650456295745067,0.1992591397499551,0.5014417432572371,0.0004935908567609517
FPCT,0.43761951098006163,0.6653870202351924,0.19782199118836963,0.5053085267586469,0.000496195290486005
FPCT,0.43762124415562503,0.6654077883633965,0.19792244545655102,0.5013724047962003,0.0004969698185987268
FPCT,0.4379112922942542,0.6816597558379015,0.1380201473235919,0.5316960357133154,0.0005926913279316484
FPCT,0.437969435008038,0.6691963898861282,0.18940598278432455,0.45244305993881123,0.0006487542007957705
FPCT,0.43805315363552183,0.6552802333543889,0.2811370087320313,0.4806639988222492,0.001024766745390505
FPCT,0.4401679105560326,0.634953333151989,0.21360839063859674,0.0,0.005079775884133819
FPCT,0.4407098781442368,0.667103487452763,0.3862325689363856,1.0,0.011870387834573393
FPCT,0.4355012349557425,0.6048598455118246,0.23393296306165012,0.7617796674564866,0.013000715477250948
FPCT,0.44640959883219455,0.5927695994093456,0.39885480664500905,0.9162952516938728,0.03037661804054145
FPCT,0.44629885669934644,0.5514152844662001,0.3623922229381057,0.6824270276857904,0.04103809151330684
FPCT,0.4277582109975931,0.621210750311868,0.3675417131690605,0.8879008927127294,0.0426533968265045
FPCT,0.4360191900224221,0.5177535926375041,0.3514195807633188,0.5286020620558326,0.049475477934296457
FPCT,0.4323294172017659,0.5578341099644919,0.20414298034364878,0.4720174591883679,0.05525837090643004
FPCT,0.44808959026880746,0.55013937619833,0.19743908043511307,0.5535757033658851,0.055889160779102574
FPCT,0.43241566352074307,0.8815446171984741,0.0,0.0,0.05832786406476875
FPCT,0.42530160157881997,0.758624460036257,0.015571984737389077,0.1368696098566361,0.06720901185440736
FPCT,0.4405778219644249,0.0,0.680884177150603,1.0,0.07055158223470627
FPCT,0.43931863113661973,0.0,0.7879398389875047,0.0,0.0715441099322426
FPCT,0.4435673151296582,0.452088936915556,0.029215756891736586,0.9253873588115606,0.0737738600176521
FPCT,0.4394546327494592,0.043081498537567375,0.6468264392416555,1.0,0.07407384700206818
FPCT,0.4513725663430258,0.5022475662849905,0.6237163555702145,0.5185909112439694,0.07663691378171106
FPCT,0.42437135932513087,0.7146057735757043,0.42860150630630095,0.6478534917748051,0.09313885193273518
FPCT,0.4364765985042766,0.0,0.0,1.0,0.10319211648879405
FPCT,0.4427532839418485,1.0,0.0,0.0,0.12052952086232133
FPCT,0.45762424587823947,0.4791735802283503,0.0764458786941209,0.6117684873912665,0.1329255516388723
FPCT,0.4200919565746778,0.7472119357747793,0.0,0.28888633631201505,0.14149140622836587
FPCT,0.4602967551788561,0.0,0.0,1.0,0.1573122637341324
FPCT,0.45708477694758914,1.0,0.0,0.0,0.20197237260180015
FPCT,0.4661200323055368,0.878223209598292,0.0,0.13607817361104657,0.22783344781446213
FPCT,0.47133647525345135,0.5688133697545954,0.07947559516896724,1.0,0.24149226682218689
FPCT,0.47614645620373486,0.5057656888392174,0.19223595864021978,0.4957353866464177,0.2856942455290704
FPCT,0.47650005775758275,0.4787214371932039,0.4259231579340823,0.3684601634770456,0.2886575453037808
FPCT,0.413513680814675,0.6455603621835871,0.029358691036313223,0.6055905974934054,0.3417008253270171
