agent_type,p01,p02,p03,p04,loss
TMT,0.2486553118004931,0.7657262453780329,0.3232965887947045,0.4081655669678299,0.0018520417261958433
FPCT,0.24862394912062702,0.7655155973987193,0.3237753436367514,0.4073809585989794,0.0018625233397180706
FPCT,0.24861155874436808,0.7633839443521838,0.32855295498942166,0.40818392821592603,0.0018700470335694637
FPCT,0.24837524067740904,0.7530623307884013,0.35138296186396817,0.40453960484434703,0.0019261477207571196
FPCT,0.2480178058336664,0.7363695797229093,0.3890443917831956,0.41305319760491316,0.0020495905444211236
FPCT,0.25205715601330786,0.7974112278372883,0.24216192702059677,0.3224731309923307,0.0023236915550644737
FPCT,0.24790071181336715,0.70783838035264,0.410994625997922,0.0,0.0026946945580371604
FPCT,0.2521087762270484,0.7310137872462522,0.3907698771037097,0.4284988078183463,0.0029889855127718905
FPCT,0.2465828418569784,0.7741386071248548,0.2617908532309974,0.44882470836334765,0.003348408882459628
FPCT,0.24642664207387655,0.7254605882978047,0.43755821250906085,0.49192990947651033,0.00505535339632258
FPCT,0.24677508220150476,0.6214697279911231,0.647426210110728,0.5421083498206583,0.006627996274439606
FPCT,0.2549018850589496,0.6991433785842952,0.3954704811088048,0.0,0.009046822597173945
FPCT,0.2447232467992258,0.6869980191198141,0.5673216899683715,0.4700755202311468,0.009137832007998477
FPCT,0.2496679889166358,0.7250389455805067,0.5330753233161699,0.382860496935853,0.014706480529290519
FPCT,0.24681236777047388,0.7242672021252082,0.5323203478611958,0.3874044831240465,0.014739038849386071
FPCT,0.24370126662289365,1.0,0.0,0.0,0.01639072072633857
FPCT,0.2418433353103844,0.6417937994034386,0.6224148597500587,0.47818262569730785,0.01877827538347473
FPCT,0.24455536432800698,0.7251475698173013,0.5355758757612978,0.3910882624534028,0.019048579998097972
FPCT,0.2520006826780556,0.7253621473224537,0.5429965431305395,0.38190285670379165,0.01906846522076827
FPCT,0.2562193998283983,0.7190764099314375,0.5103015583997939,0.36119443751429314,0.020718115631506728
